UUID,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,SUBTAGS,COMMENTS
39b92929-2b5a-4d6e-a09b-3bffddfdfe61,Σικελίας,char-offset:6277,PLACE,http://pleiades.stoa.org/places/462492,Sicilia (island),37.47230988464223,14.258442358012013,island,VERIFIED,natural feature|island,,
f4141bba-fae1-49fe-8c1e-893b57776e04,"ἐπὶ
Λιλύβαιον  διὰ Λιβυκοῦ πελάγους στάδια ˏαφκ",char-offset:6297,EVENT,,,,,,,distance ,absolute,
927caacc-8477-45bd-8ee4-95b3f5d1ff1e,Λιλύβαιον,char-offset:6301,PLACE,http://pleiades.stoa.org/places/462281,"Lilybaeum|Lilybaeum, Capo Boeo, Marsala",37.7990835,12.434233,settlement,VERIFIED,settlement,,
dc9b4cfb-a8cc-4d6f-8aa7-486ad140a56a,διὰ Λιβυκοῦ πελάγους,char-offset:6312,EVENT,,,,,,,direction,relative,
3d52c347-eb23-42b1-ac5b-ca8056bf9c2c,Λιβυκοῦ πελάγους,char-offset:6316,PLACE,,,,,,UNVERIFIED,,,
ffd89f8a-9e2a-43df-b1e2-9b9fb8d729d2,Λιβυκοῦ,char-offset:6316,PLACE,http://pleiades.stoa.org/places/716590,Libycum Mare,31.5,25.5,water-open,VERIFIED,natural feature|water mass|sea,,
f62da91c-dbff-4869-833f-ea046c5d9042,"ἐπὶ δὲ Κάραλιν
Σαρδοῦς διὰ Τυρσηνικοῦ πελάγους στάδια ˏαω",char-offset:6346,EVENT,,,,,,,distance ,absolute,
1f0173c5-e257-4ed5-90e9-f78b5b1c2be5,Κάραλιν,char-offset:6353,PLACE,http://pleiades.stoa.org/places/471899,"Caralis|Caralis, Cagliari|Cagliari",39.218721,9.116991,"amphitheatre,bath,villa,settlement",VERIFIED,settlement,,
c55c1ac7-cbd9-4af5-86d2-dc23a9b69226,Σαρδοῦς,char-offset:6361,PLACE,http://pleiades.stoa.org/places/472014,Sardinia (island),40.07256202831716,8.897134151294493,island,VERIFIED,natural feature|island,,
40a81b28-37c6-449a-a809-b333ecafd7cd,διὰ Τυρσηνικοῦ πελάγους,char-offset:6369,EVENT,,,,,,,direction,relative,
1ef421bd-d663-4c73-8e4d-5fd85d116636,Τυρσηνικοῦ πελάγους,char-offset:6373,PLACE,,,,,,UNVERIFIED,,,
ae9b9b2b-9a13-42f5-ad15-c969a2b05f7a,Τυρσηνικοῦ,char-offset:6373,PLACE,http://pleiades.stoa.org/places/1356,Tyrrhenum/Inferum Mare,41.664192791693274,12.054850937614777,water-open,VERIFIED,natural feature|water mass|sea,,
cc81a02e-a955-4ca2-a4d4-70536a69a9fb,ἐπὶ Γάδειρα ὑπερπλεύσαντι Γυμνησίας  νήσους στάδια μύρια,char-offset:6405,EVENT,,,,,,,distance ,absolute,
2ec09d9c-6c7c-44a6-a0f4-865837b56c56,Γάδειρα,char-offset:6409,PLACE,http://pleiades.stoa.org/places/256177,"Gadeira/Gades/Col. Augusta Gaditana|Gades/Gadeira/Col. Augusta Gaditana, Cádiz",36.528381,-6.294444,"arch,theatre,townhouse,settlement",VERIFIED,settlement,,
33891c4c-64b6-434b-85ac-a4bfd06d7b95,ὑπερπλεύσαντι Γυμνησίας  νήσους,char-offset:6417,EVENT,,,,,,,direction,relative,"this is a textbook example of the difference between direction and position, intended as dynamic and static orientation respectively. the direction implies motion, whereas the position implies absence of motion. even though the two have analogous syntactic structures, they are semantically different."
0c85949e-9872-4113-af6f-bdd33be12f61,Γυμνησίας,char-offset:6431,PLACE,http://pleiades.stoa.org/places/265817,"Baliares/Gymnesiae Inss. (Maior et Minor)|Baliares Inss./Gymnesiae Inss., Islas Baleares",39.5,3.0,archipelago,VERIFIED,natural feature|island,,
5d9a43dd-e4af-40d8-a8d3-1b0c851b2a72,Γυμνησίας  νήσους,char-offset:6431,PLACE,,,,,,UNVERIFIED,,,
4489b8c7-4f6f-4f9a-9129-60a6a89cf6a1,"ἀπὸ Γαδείρων δὲ διὰ Ἱεροῦ
ἀκρωτηρίου καὶ Ἀρτάβρων λιμένος στάδιοι ˏζ↑λβ",char-offset:6463,EVENT,,,,,,,distance ,absolute,
02bb236a-20a3-4486-81ca-9dc49ed7d756,Γαδείρων,char-offset:6467,PLACE,http://pleiades.stoa.org/places/256177,"Gadeira/Gades/Col. Augusta Gaditana|Gades/Gadeira/Col. Augusta Gaditana, Cádiz",36.528381,-6.294444,"arch,theatre,townhouse,settlement",VERIFIED,settlement,,
e7ce3095-9d76-42cc-91c4-2a3f7be89dcd,"διὰ Ἱεροῦ
ἀκρωτηρίου καὶ Ἀρτάβρων λιμένος",char-offset:6479,EVENT,,,,,,,direction,relative,
419990c5-c64b-46f3-8271-d7d5453148e9,"Ἱεροῦ
ἀκρωτηρίου",char-offset:6483,PLACE,http://pleiades.stoa.org/places/472125,"Sacrum Pr. (promontory)|Sacrum Pr., Îles Finocchiarola",42.98429,9.46911,"island,cape",VERIFIED,natural feature|promontory,,
90718ff4-0025-4d59-b063-b089a7eb1d80,Ἀρτάβρων λιμένος,char-offset:6504,PLACE,http://pleiades.stoa.org/places/236344,Artabris Sinus/Megas Limen,43.5,-8.5,water-open,VERIFIED,,,
5f8913a7-71c5-417f-8957-4cfb53e27220,"ἀπὸ Γάγγου ἕως Εὐφράτου
ποταμοῦ μυριάδων τεσσάρων καὶ χιλίων τν",char-offset:6588,EVENT,,,,,,,distance ,absolute,
0cb872d9-707a-49a2-9838-4258b84df640,Γάγγου,char-offset:6592,PLACE,http://pleiades.stoa.org/places/59822,Ganges fl.,25.621435,86.51155633333333,river,VERIFIED,natural feature|water mass|river,,
9e7a5138-0072-4441-af01-f13125bdf0eb,Εὐφράτου,char-offset:6603,PLACE,http://pleiades.stoa.org/places/912849,Euphrates,33.82173363333333,42.27809201666667,river,VERIFIED,natural feature|water mass|river,,
723099be-2580-4a67-91c1-82bbd2cf2228,"Εὐφράτου
ποταμοῦ",char-offset:6603,PLACE,,,,,,UNVERIFIED,,,
f7d044fc-c273-4690-ac42-b742bd5038d8,"ἀπὸ Εὐφράτου εἰς Μάζακα
Καππαδοκῶν στάδια ˏα↑ν",char-offset:6653,EVENT,,,,,,,distance ,absolute,
0116ba19-39bd-4c87-850c-c5de91e19714,Εὐφράτου,char-offset:6657,PLACE,http://pleiades.stoa.org/places/912849,Euphrates,33.82173363333333,42.27809201666667,river,VERIFIED,natural feature|water mass|river,,
223ca121-13f8-4386-94bd-d0be39895102,"Μάζακα
Καππαδοκῶν",char-offset:6670,PLACE,http://pleiades.stoa.org/places/629035,"Mazaka/Eusebeia/Caesarea|Caesarea/Mazaka/Eusebeia, Kayseri",38.733252,35.483548,settlement,VERIFIED,settlement,,
d1b1eb8a-c310-4b10-aca5-2c3ed14356b4,"ἀπὸ δὲ  Μαζάκων διὰ Φρυγίας τῆς παρορίου
καὶ μεγάλης καὶ Καρίας ἕως Ἐφέσου στάδιοι ˏζ↑ϟ",char-offset:6701,EVENT,,,,,,,distance ,absolute,
bef44a87-4d78-4c0a-a03f-56a7c4cd68ca,Μαζάκων,char-offset:6709,PLACE,http://pleiades.stoa.org/places/629035,"Mazaka/Eusebeia/Caesarea|Caesarea/Mazaka/Eusebeia, Kayseri",38.733252,35.483548,settlement,VERIFIED,settlement,,
f5b7abd2-d45f-4dc1-af4e-c0843652e08e,"διὰ Φρυγίας τῆς παρορίου
καὶ μεγάλης καὶ Καρίας",char-offset:6717,EVENT,,,,,,,direction ,relative,
1328d207-185d-4604-bf02-b98c389b11ca,Φρυγίας τῆς παρορίου,char-offset:6721,PLACE,http://pleiades.stoa.org/places/982260,Phrygia Paroreius,37.5,32.5,province,VERIFIED,region,,
f76f4cd4-e05c-4db1-9905-8be5b1b5be96,μεγάλης,char-offset:6746,PLACE,,,,,,UNVERIFIED,region,,
7d0620f4-60ec-4633-a94f-0b660c11a38d,Καρίας,char-offset:6758,PLACE,http://pleiades.stoa.org/places/1001916,Karia,37.5,27.5,province,VERIFIED,region,,
d16e4c3e-c655-4591-aa48-e34bde519a9f,Ἐφέσου,char-offset:6769,PLACE,http://pleiades.stoa.org/places/599612,"Ephesus/Arsinoe(ia)|Ephesos/Ephesus/Arsinoeia/Arsinoe, Efes, Selçuk",37.941944,27.339722,"theatre,settlement,temple-2,architecturalcomplex",VERIFIED,settlement,,
6a9eb6b4-6029-40a2-b22f-2068c73a949a,"ἀπὸ Γάγγου
εἰς Ἔφεσον σταδίων μυριάδων τεσσάρων καὶ ˏζσϟ",char-offset:6795,EVENT,,,,,,,distance ,absolute,
313c7024-cc7f-4c2c-8de1-e55c238f74fe,Γάγγου,char-offset:6799,PLACE,http://pleiades.stoa.org/places/59822,Ganges fl.,25.621435,86.51155633333333,river,VERIFIED,natural feature|water mass|river,,
41de0304-743e-4748-aeb1-7fd5e6f7cd3d,Ἔφεσον,char-offset:6810,PLACE,http://pleiades.stoa.org/places/599612,"Ephesus/Arsinoe(ia)|Ephesos/Ephesus/Arsinoeia/Arsinoe, Efes, Selçuk",37.941944,27.339722,"theatre,settlement,temple-2,architecturalcomplex",VERIFIED,settlement,,
4d60ab8b-0b86-4e14-804f-1817eca008e4,"ἀπὸ δὲ
Ἐφέσου εἰς Δῆλον διὰ τοῦ Αἰγαίου στάδια ˏαχ",char-offset:6853,EVENT,,,,,,,distance ,absolute,
4076a5ec-d6f0-4736-a48d-d98cb38e936f,Ἐφέσου,char-offset:6860,PLACE,http://pleiades.stoa.org/places/599612,"Ephesus/Arsinoe(ia)|Ephesos/Ephesus/Arsinoeia/Arsinoe, Efes, Selçuk",37.941944,27.339722,"theatre,settlement,temple-2,architecturalcomplex",VERIFIED,settlement,,
4f91199e-04d7-4daa-974b-0f9e3cc7d37c,Δῆλον,char-offset:6871,PLACE,http://pleiades.stoa.org/places/599588,"Delos (island)|Delos Ins., Delos",37.38201,25.27091,island,VERIFIED,natural feature|island,,
0f1da145-59c3-4535-9a58-9abbdf3f3009,διὰ τοῦ Αἰγαίου,char-offset:6877,EVENT,,,,,,,direction,relative,
83178b2f-d1de-4ef4-91d2-a3dac1cb2aa2,Αἰγαίου,char-offset:6885,PLACE,http://pleiades.stoa.org/places/560221,Aegaeum Mare,37.42245628773585,25.8829628235849,water-open,VERIFIED,natural feature|water mass|sea,,
ce195555-600f-49a8-a9c3-0114192d2abb,ἐπὶ Ἰσθμὸν στάδια ˏαψ,char-offset:6905,EVENT,,,,,,,distance ,absolute,
cd74040b-f1f9-46b3-a794-8d2ec10fcb15,Ἰσθμὸν,char-offset:6909,PLACE,http://pleiades.stoa.org/places/570317,Isthmos,37.9510881,22.9602226,isthmus,VERIFIED,natural feature|isthmus,,
869b2982-ed93-4346-8a7c-e919893bd634,ἀπὸ Ἰσθμοῦ διὰ Κορινθίου κόλπου εἰς Πάτρας στάδια ψκ,char-offset:6928,EVENT,,,,,,,distance ,absolute,
46730701-9975-4ca5-b290-a11c949ede02,Ἰσθμοῦ,char-offset:6932,PLACE,http://pleiades.stoa.org/places/570317,Isthmos,37.9510881,22.9602226,isthmus,VERIFIED,natural feature|isthmus,,
bda6c0af-6aa3-42f8-9504-ad1c803c75dd,διὰ Κορινθίου κόλπου,char-offset:6939,EVENT,,,,,,,direction,relative,
acd59a42-7fba-4889-9c05-35ac861f6e60,Κορινθίου κόλπου,char-offset:6943,PLACE,,,,,,UNVERIFIED,,,
22c8c8a2-c79c-48e7-b517-a7916f2e2001,Κορινθίου,char-offset:6943,PLACE,http://pleiades.stoa.org/places/570181,Corinthiacus Sinus,38.175407050000004,22.395744800000003,water-open,VERIFIED,natural feature|water mass|gulf,,
98bba0ab-1cc9-427b-902e-46d3124dfd4c,Πάτρας,char-offset:6964,PLACE,http://pleiades.stoa.org/places/570567,"Patra(e)|Patrae/Patra, Patras",38.243265,21.738518,settlement,VERIFIED,settlement,,
6e0f3a43-ba1b-41ce-8f83-e16df73223af,"ἐπὶ Λευκάδα
στάδια ψ",char-offset:6982,EVENT,,,,,,,distance ,absolute,
d2601c29-e096-438a-a917-cdd9631f3c6b,Λευκάδα,char-offset:6986,PLACE,http://pleiades.stoa.org/places/530975,"Leucas (island)|Leucas Ins., Leukas, Leukada",38.70819,20.64944,island,VERIFIED,natural feature|island,,
d8aa9ef1-8dfb-44e0-a979-3f6da41eadda,ἐπὶ Κόρκυραν στάδια ψ,char-offset:7004,EVENT,,,,,,,distance ,absolute,
c4c94504-f456-495b-8211-ca871987e9b6,Κόρκυραν,char-offset:7008,PLACE,http://pleiades.stoa.org/places/530835,"Corcyra (island)|Corcyra Ins., Kerkyra/Corfu",39.666667,19.75,island,VERIFIED,natural feature|island,,
f4da5042-6768-4400-8e31-1e3330f51e70,"ἐπ’ Ἀκροκεραύνια ὄρη στάδια
χξ",char-offset:7027,EVENT,,,,,,,distance ,absolute,
3eaa45ed-f262-4040-83fe-f277b25ffb2f,Ἀκροκεραύνια ὄρη,char-offset:7031,PLACE,,,,,,UNVERIFIED,,,
68ad1d29-138c-4494-8ecb-43e6ec3e32db,Ἀκροκεραύνια,char-offset:7031,PLACE,http://pleiades.stoa.org/places/481785,"Ceraunii M.|Ceraunii M., Ceraunian Mountains",40.198056,19.638889,mountain,VERIFIED,natural feature|mountain,,
dcf2a19e-96d8-4361-b4c8-32fcc97cb31e,ἐπὶ Βρεντέσιον στάδια ψ,char-offset:7059,EVENT,,,,,,,distance ,absolute,
4b1736ce-7c80-47bd-a81d-91a1daca5f5c,Βρεντέσιον,char-offset:7063,PLACE,http://pleiades.stoa.org/places/442509,"Brundisium/Brentesion|Brundisium/Brentesion, Brindisi|Brindisi",40.641136,17.946867,"settlement,port",VERIFIED,settlement,,
49f39ef3-e10d-43a0-b181-3598d9fe4ca8,"ἀπὸ Βρεντεσίου πεζῇ ὁδεύοντι ἕως
 ῾Ρώμης στάδια ˏβωπ",char-offset:7084,EVENT,,,,,,,distance ,absolute,
56d41ec4-ca2e-4544-ab85-d80d58c2403c,Βρεντεσίου,char-offset:7088,PLACE,http://pleiades.stoa.org/places/442509,"Brundisium/Brentesion|Brundisium/Brentesion, Brindisi|Brindisi",40.641136,17.946867,"settlement,port",VERIFIED,settlement,,
e7f09a44-06cd-40e7-b403-eea3476d579e,Ρώμης,char-offset:7119,PLACE,http://pleiades.stoa.org/places/423025,"Roma|Roma, Roma|Rome",41.89262,12.4843457,"settlement,urban",VERIFIED,settlement,,
b43bd3a0-33ac-48ee-8674-0deb48f5c0ae,"ἀπὸ Ῥώμης ἐπὶ τὰς ῎Αλπεις ἕως Σκιγγομάγου
κώμης ὑπὸ ταῖς Ἄλπεσιν οὔσης στάδια ˏδρνβ",char-offset:7138,EVENT,,,,,,,distance ,absolute,
33af0846-f7dd-4e00-899d-90b0c97ef760,Ῥώμης,char-offset:7142,PLACE,http://pleiades.stoa.org/places/423025,"Roma|Roma, Roma|Rome",41.89262,12.4843457,"settlement,urban",VERIFIED,settlement,,
716af796-b66a-4764-9fdc-b6fc24123e2f,Αλπεις,char-offset:7157,PLACE,http://pleiades.stoa.org/places/167636,Alpes Cottiae,44.670438,7.0288105000000005,mountain,VERIFIED,natural feature|mountain,,
ed825d7e-508e-4ce2-8dd0-4e0dec7f6b7a,"Σκιγγομάγου
κώμης ὑπὸ ταῖς Ἄλπεσιν οὔσης",char-offset:7168,EVENT,,,,,,,position,relative,
2db45ecf-0b8b-4e44-924a-4b9361a2495c,"Σκιγγομάγου
κώμης",char-offset:7168,PLACE,,,,,,UNVERIFIED,region,,
e977e165-92b7-4331-ba70-08d0755749d7,Σκιγγομάγου,char-offset:7168,PLACE,http://pleiades.stoa.org/places/167914,"Scingomagus|Scingomagus, Exilles|Exilles",45.09775,6.92952,station,VERIFIED,settlement,,
4c50158f-a4e6-46c3-83a4-ec2da2efc1f2,Ἄλπεσιν,char-offset:7195,PLACE,http://pleiades.stoa.org/places/167636,Alpes Cottiae,44.670438,7.0288105000000005,mountain,VERIFIED,natural feature|mountain,,
8b353510-cfc3-4782-af95-0c1135eadbe7,διὰ Κελτικῆς,char-offset:7228,EVENT,,,,,,,direction,relative,
3c5db948-a1ee-4cb1-b1b8-9d109eb3a89b,Κελτικῆς,char-offset:7232,PLACE,http://pleiades.stoa.org/places/993,Gallia,44.730982100000006,3.5988981583333333,region,VERIFIED,region,,
07652938-262d-4379-a167-072a1516a47a,ἕως πόλεως ’Ιλλυγύρεως ὑπό τῇ Πυρήνῃ οὔσης στάδια ˏγψμδ,char-offset:7242,EVENT,,,,,,,distance ,absolute,
d757a94f-9faa-4708-af52-419abee88064,πόλεως ’Ιλλυγύρεως,char-offset:7246,PLACE,,,,,,UNVERIFIED,,,
e65205f0-a406-4e23-9493-59267d88be9d,Ιλλυγύρεως,char-offset:7254,PLACE,http://pleiades.stoa.org/places/246433,"Ill(ib)erris/Helena|Illiberris/Illerris/Helena, Elne|Elne",42.5995,2.9726,settlement,VERIFIED,settlement,,
249dd3d6-efb8-4951-a9d1-3a4cd571e96d,Ιλλυγύρεως ὑπό τῇ Πυρήνῃ οὔσης,char-offset:7254,EVENT,,,,,,,position,relative,
90e4ead2-5927-41dc-b8e9-3b9d438a5135,Πυρήνῃ,char-offset:7272,PLACE,http://pleiades.stoa.org/places/246582,"Pyrenaei (mountains)|Pyrenaei Mons, Pyrenees Mts.",42.67,1.0,mountain,VERIFIED,natural feature|mountain,,
b3530e16-fc48-4962-8d12-a91966c54702,διὰ Ἰβηρίας ἕως Γαδείρων στάδια ˏϛχνδ,char-offset:7304,EVENT,,,,,,,distance,absolute,
59138fde-f00c-450a-99a0-a2423314a7e1,διὰ Ἰβηρίας,char-offset:7304,EVENT,,,,,,,direction ,relative,
4746cee9-2f24-4ea3-a01d-b860e4113b93,Ἰβηρίας,char-offset:7308,PLACE,http://pleiades.stoa.org/places/1027,Hispania,42.5,-7.5,province,VERIFIED,region,,
f0a3cfa6-5916-470a-acd0-044ae3de8179,Γαδείρων,char-offset:7320,PLACE,http://pleiades.stoa.org/places/256177,"Gadeira/Gades/Col. Augusta Gaditana|Gades/Gadeira/Col. Augusta Gaditana, Cádiz",36.528381,-6.294444,"arch,theatre,townhouse,settlement",VERIFIED,settlement,,
ae9dda43-6dd0-4002-ac29-d8e83fa3dc91,"ὁ διάπλους ἐπὶ Γάδειρα
διὰ τῶν πανδοκίων στάδια ξ",char-offset:7347,EVENT,,,,,,,extent,absolute,
91dc2ba3-3dcd-4668-a414-5ed8634e77ab,Γάδειρα,char-offset:7362,PLACE,http://pleiades.stoa.org/places/256177,"Gadeira/Gades/Col. Augusta Gaditana|Gades/Gadeira/Col. Augusta Gaditana, Cádiz",36.528381,-6.294444,"arch,theatre,townhouse,settlement",VERIFIED,settlement,,
7e475e0f-4a4f-4dd0-b07a-82c216557455,διὰ τῶν πανδοκίων,char-offset:7370,EVENT,,,,,,,direction ,relative,
02b3de55-38c6-45bc-9826-41998de129c3,τῶν πανδοκίων,char-offset:7374,PLACE,,,,,,UNVERIFIED,,,
74105872-2f89-4e44-b2aa-f5a71cb4d543,"ἀπὸ Γάγγου εἰς Γάδειρα  σταδίων
μυριάδες ἑπτὰ καὶ ˏαφξ",char-offset:7403,EVENT,,,,,,,extent ,absolute,
5a0a477d-8002-4d50-9a72-e7612e560ff7,Γάγγου,char-offset:7407,PLACE,http://pleiades.stoa.org/places/59822,Ganges fl.,25.621435,86.51155633333333,river,VERIFIED,natural feature|water mass|river,,
fcc4c86a-0a1b-4e15-9fe7-003f6db7448e,Γάδειρα,char-offset:7418,PLACE,http://pleiades.stoa.org/places/256177,"Gadeira/Gades/Col. Augusta Gaditana|Gades/Gadeira/Col. Augusta Gaditana, Cádiz",36.528381,-6.294444,"arch,theatre,townhouse,settlement",VERIFIED,settlement,,
98f5e5e3-f666-42c8-a401-deaaef23959a,"Πλάτος δὲ τῆς οἰκουμένης ἀπὸ τῆς
Αἰθιοπικῆς θαλάσσης ἐπὶ Μερόην σταδίων ˏε",char-offset:7461,EVENT,,,,,,,extent ,absolute,
9effdfd9-9be2-47a0-ba0a-f6db4081432a,οἰκουμένης,char-offset:7475,PLACE,,,,,,UNVERIFIED,concept,,
c7787e66-deba-423f-a5a4-36b67bfc3ba0,Αἰθιοπικῆς θαλάσσης,char-offset:7494,PLACE,,,,,,UNVERIFIED,,,
0cc9019c-5f07-43ff-aee8-42cff2451975,Αἰθιοπικῆς,char-offset:7494,PLACE,,,,,,UNVERIFIED,natural feature|water mass|sea,,
4859307e-cf36-4c66-b129-5f9fa7a66cfd,Μερόην,char-offset:7518,PLACE,http://pleiades.stoa.org/places/805630,"Meroe|Meroe, Begrawiya",16.94,33.75,settlement,VERIFIED,settlement,,
46950ef3-67bb-44bb-9915-2f5b7dcca385,ἀπὸ Μερόης εἰς Ἀλεξάνδρειαν  σταδίων μυρίων,char-offset:7537,EVENT,,,,,,,distance,absolute,
1a4affaf-bafd-420a-b8a5-4756e4d39dfe,Μερόης,char-offset:7541,PLACE,http://pleiades.stoa.org/places/805630,"Meroe|Meroe, Begrawiya",16.94,33.75,settlement,VERIFIED,settlement,,
52748935-4ca0-4d9b-be75-1f49cd296abc,Ἀλεξάνδρειαν,char-offset:7552,PLACE,http://pleiades.stoa.org/places/727070,"Alexandria|Alexandria, Alexandria",31.195371,29.904133,"cemetery,temple-2,architecturalcomplex,theatre,port,settlement",VERIFIED,settlement,,
dd50d28d-8e4f-4f9f-8509-a770cab59fbe,"ἀπὸ δὲ Ἀλεξανδρείας ἐπὶ Τάναϊν
μυρίων ˏα νϛ",char-offset:7582,EVENT,,,,,,,distance,absolute,
f75e4fa1-c819-4154-8873-b0c3886d6fe1,Ἀλεξανδρείας,char-offset:7589,PLACE,http://pleiades.stoa.org/places/727070,"Alexandria|Alexandria, Alexandria",31.195371,29.904133,"cemetery,temple-2,architecturalcomplex,theatre,port,settlement",VERIFIED,settlement,,
e3f34520-264f-466b-814a-f114ea1fb25e,Τάναϊν,char-offset:7606,PLACE,http://pleiades.stoa.org/places/59844,Iaxartes/Silis/Tanais fl.,45.7077742,63.5889496,river,VERIFIED,natural feature|water mass|river,,
f62df91e-7c7a-440f-b897-bae242f36119,τὰ γὰρ ἄνω τῶν ἐκβολῶν τοῦ Τανάιδος,char-offset:7627,EVENT,,,,,,,position,relative,
ff30a3bd-c2bf-41dd-a6fe-ba6879425b2f,Τανάιδος,char-offset:7654,PLACE,http://pleiades.stoa.org/places/59844,Iaxartes/Silis/Tanais fl.,45.7077742,63.5889496,river,VERIFIED,natural feature|water mass|river,,
a338cca6-e4a6-4d79-a54b-e809ddd7543e,ἀπὸ Ἀλεξανδρείας  εἰς Λίνδον Ῥόδου στάδια ˏδφ,char-offset:7692,EVENT,,,,,,,distance,absolute,
e1d3a88f-0511-4b86-bf0a-048b9cbefefc,Ἀλεξανδρείας,char-offset:7696,PLACE,http://pleiades.stoa.org/places/727070,"Alexandria|Alexandria, Alexandria",31.195371,29.904133,"cemetery,temple-2,architecturalcomplex,theatre,port,settlement",VERIFIED,settlement,,
0b676331-b34a-4ad4-946d-79754f041c80,Λίνδον,char-offset:7714,PLACE,http://pleiades.stoa.org/places/589913,"Lindos|Lindos, Lindos",36.0913239,28.0881777,"settlement,temple-2",VERIFIED,settlement,,
91b33eff-feb8-4351-a327-80a8ca47a642,Λίνδον Ῥόδου,char-offset:7714,PLACE,,,,,,UNVERIFIED,,,
03e5c5c5-cebb-45cd-8444-9e7c951a49c3,Ῥόδου,char-offset:7721,PLACE,http://pleiades.stoa.org/places/590031,"Rhodos (island)|Rhodos Ins., Rhodos",36.195597,27.964125,island,VERIFIED,natural feature|island,,
73024397-2f81-4194-91a2-8986e9ecb94d,ἐπὶ τὸ Θοάντιον δεξιὸν παραπλέοντι ῾Ρόδον στάδια υ,char-offset:7739,EVENT,,,,,,,distance,absolute,
bd8c4eb8-e68b-41a5-bb56-987db6c68e1c,Θοάντιον,char-offset:7746,PLACE,http://pleiades.stoa.org/places/590079,Thoantion Pr.,34.75,26.25,cape,VERIFIED,natural feature|promontory,,
c4b9ab95-d8e4-4669-b57c-af6dd50a9914,δεξιὸν παραπλέοντι,char-offset:7755,EVENT,,,,,,,direction,relative,
5c195e48-bf2b-4159-b0c6-e8dd9737534b,῾Ρόδον,char-offset:7774,PLACE,http://pleiades.stoa.org/places/590031,"Rhodos (island)|Rhodos Ins., Rhodos",36.195597,27.964125,island,VERIFIED,natural feature|island,,
9c2c651e-be6d-4a81-b83e-5983d1c5cc15,"ἐπὶ Τῆλον
στάδια ρξ",char-offset:7791,EVENT,,,,,,,distance,absolute,
ed4a1338-41a8-45d0-b626-8a9f3d0ce5fc,Τῆλον,char-offset:7795,PLACE,http://pleiades.stoa.org/places/599961,"Telos (island)|Telos Ins., Tilos",36.43919,27.31749,island,VERIFIED,natural feature|island,,
a407186c-33cf-4ee4-ab63-2faa5dcfbdc2,ἐπὶ Λακτῆρα τῆς Κῴας στάδια ρκ,char-offset:7812,EVENT,,,,,,,distance,absolute,
ee251aaa-d7d3-404b-8031-ec64717e7f6d,Λακτῆρα τῆς Κῴας,char-offset:7816,PLACE,,,,,,UNVERIFIED,,,
4315868a-55da-45c0-a6f4-2e652b6b97f8,Λακτῆρα,char-offset:7816,PLACE,http://pleiades.stoa.org/places/599748,"Lak(e)ter Pr.|Laketer Pr./Lakter Pr., on Kos",36.7578,27.1123,cape,VERIFIED,natural feature|promontory,,
2b74d90d-f802-446c-856c-924145c887a2,Κῴας,char-offset:7828,PLACE,http://pleiades.stoa.org/places/599581,"Kos/Cos (island)|Kos/Cos, Kos",36.844,27.17,island,VERIFIED,natural feature|island,,
adb0bb49-34c6-4a01-8713-74d2c5140280,"ἐπὶ Δρέπανον Κῴας
στάδια ρ",char-offset:7845,EVENT,,,,,,,distance,absolute,
9e0e48bd-17a9-41ec-aa3b-e40ecce8423d,Δρέπανον,char-offset:7849,PLACE,http://pleiades.stoa.org/places/462187,"Drepanum|Drepanum, Trapani",38.017128,12.51782,"settlement,port",VERIFIED,natural feature|promontory,,
3e8c230b-d77a-450e-8e92-34c210a2546c,Δρέπανον Κῴας,char-offset:7849,PLACE,,,,,,UNVERIFIED,,,
ac681aef-5bd5-46a5-8b3c-d0b2a5064ecf,Κῴας,char-offset:7858,PLACE,http://pleiades.stoa.org/places/599581,"Kos/Cos (island)|Kos/Cos, Kos",36.844,27.17,island,VERIFIED,natural feature|island,,
83cbca9c-1e6b-4b6c-bc08-e9231db014f1,ἐπὶ Ἀρκίτιν νῆσον στάδια σλ,char-offset:7873,EVENT,,,,,,,distance,absolute,
9d0d2b21-fbc5-4ec3-aa45-d772a8988bf2,Ἀρκίτιν νῆσον,char-offset:7877,PLACE,,,,,,UNVERIFIED,,,
06fd2bfb-7411-45a0-a88a-c9b12a7c11ca,Ἀρκίτιν,char-offset:7877,PLACE,http://pleiades.stoa.org/places/599477,"Akrite (island)|Akrite Ins., Arkoi",37.4125411,26.7185965,island,VERIFIED,natural feature|island,,
aaa6314d-f70f-4ce4-be1c-17964865d0d4,ἐπὶ Κορσίας ρ,char-offset:7902,EVENT,,,,,,,distance,absolute,
10eac610-f9e1-48b3-9792-207397fc3521,Κορσίας,char-offset:7906,PLACE,http://pleiades.stoa.org/places/599726,"Korsiai (islands)|Korsiai Inss., Phournoi",37.566667,26.5,"island,archipelago",VERIFIED,natural feature|island,,
fc5bce22-0933-488f-9249-9bab0f8f0c3d,"ἐπὶ Σαμίων
Ἄμπελον στάδια λ",char-offset:7917,EVENT,,,,,,,distance,absolute,
